ANNOSCOLASTICO;CODICESCUOLA;INDIRIZZOSCUOLA;DenominazioneIstitutoRiferimento;DenominazioneScuola;CAPSCUOLA;PERCORSO;INDIRIZZOSCOLASTICA;ALUNNIMASCHI;ALUNNIFEMMINE
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;TECNOLOGICO;CHIM. MATER. BIOTECN. - BIENNIO COMUNE;58;64
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;MUSICALE E COREUTICO;COREUTICO QUADRIENNALE;0;12
202021;MITF07901R;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";ITIS C. DA SIENA;20131;TECNOLOGICO;TESSILE, ABBIGLIAMENTO E MODA;6;32
202021;MIPS16000D;VIA DEI NARCISI5;"""G.MARCONI""";"""G.MARCONI""";20147;SCIENTIFICO;SCIENTIFICO;42;44
202021;MIRH038016;VIA LITTA MODIGNANI 65;GIUSEPPE LUIGI LAGRANGE;"""G. BRERA """;20161;SERVIZI;SERVIZI DI SALA E DI VENDITA - TRIENNIO;22;16
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;ELETTROTECNICA;12;2
202021;MIPM03000T;VIA TABACCHI 17;AGNESI;AGNESI;20136;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;34;40
202021;MISL01000C;VIA HAJECH 27;LICEO ARTISTICO STATALE DI BRERA;LICEO ARTISTICO STATALE DI BRERA;20129;ARTISTICO;DESIGN - MODA;2;11
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;INDUSTRIA E ARTIGIANATO;ARTIGIANATO - TRIENNIO;6;10
202021;MIRC07701G;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;NUOVI PROFESSIONALI;ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: OTTICO;10;14
202021;MITD09301R;VIA FRATELLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;20153;ECONOMICO;TURISMO;11;22
202021;MITD09901Q;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;30;13
202021;MITD08101E;VIA LATTANZIO 38;"""P. VERRI""";"""P. VERRI""";20137;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;28;22
202021;MITF07901R;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";ITIS C. DA SIENA;20131;TECNOLOGICO;TESSILE, ABBIGLIAMENTO E MODA;4;41
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;ELETTROTECNICA;8;2
202021;MIPS15000V;VIA MAC MAHON 96/98;"""P. BOTTONI""";"""P. BOTTONI""";20155;SCIENTIFICO;SCIENTIFICO;58;35
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;MECCANICA E MECCATRONICA;36;1
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;MECCANICA E MECCATRONICA;30;0
202021;MITF10101R;VIA U. DINI 7;TORRICELLI;TORRICELLI;20142;TECNOLOGICO;INFORMATICA;29;1
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZIONE COREUTICA;3;35
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;SCIENZE UMANE;SCIENZE UMANE;13;76
202021;MISL01000C;VIA HAJECH 27;LICEO ARTISTICO STATALE DI BRERA;LICEO ARTISTICO STATALE DI BRERA;20129;ARTISTICO;SCENOGRAFIA;3;25
202021;MIRH010009;VIA VALVASSORI PERONI8;A. VESPUCCI;A. VESPUCCI;20133;SERVIZI;PRODOTTI DOLCIARI ARTIGIANALI E INDUSTRIALI - OPZIONE;3;13
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;LINGUISTICO;LINGUISTICO;13;109
202021;MITD09901Q;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;55;24
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZ. MUSICALE;22;22
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;IeFP;OPERATORE ELETTRICO;38;1
202021;MIRI094012;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;NUOVI PROFESSIONALI;MANUTENZIONE E ASSISTENZA TECNICA;50;0
202021;MITD08101E;VIA LATTANZIO 38;"""P. VERRI""";"""P. VERRI""";20137;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;9;11
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZIONE COREUTICA;2;37
202021;MIPS15000V;VIA MAC MAHON 96/98;"""P. BOTTONI""";"""P. BOTTONI""";20155;SCIENTIFICO;SCIENTIFICO;64;31
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;21;4
202021;MITF10101R;VIA U. DINI 7;TORRICELLI;TORRICELLI;20142;TECNOLOGICO;MECCANICA E MECCATRONICA;17;0
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;37;13
202021;MITN05101L;VIA ULISSE DINI 7;CLAUDIO VARALLI;"""CLAUDIO VARALLI"" - MILANO";20142;ECONOMICO;TURISMO;32;112
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;CLASSICO;CLASSICO;56;124
202021;MIRH010009;VIA VALVASSORI PERONI8;A. VESPUCCI;A. VESPUCCI;20133;SERVIZI;SERVIZI DI SALA E DI VENDITA - TRIENNIO;27;22
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;17;42
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;SCIENTIFICO;SCIENTIFICO;58;25
202021;MISL01000C;VIA HAJECH 27;LICEO ARTISTICO STATALE DI BRERA;LICEO ARTISTICO STATALE DI BRERA;20129;ARTISTICO;AUDIOVISIVO MULTIMEDIA;23;23
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;INDUSTRIA E ARTIGIANATO;PRODUZIONI AUDIOVISIVE - OPZIONE;20;14
202021;MITD09301R;VIA FRATELLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;20153;ECONOMICO;TURISMO;14;30
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;IeFP;OPERATORE GRAFICO;28;16
202021;MIRI094012;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;INDUSTRIA E ARTIGIANATO;MANUTENZIONE E ASSISTENZA TECNICA;33;0
202021;MITD09901Q;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;4;10
202021;MITD08101E;VIA LATTANZIO 38;"""P. VERRI""";"""P. VERRI""";20137;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;10;16
202021;MIPS04301X;VIA DON CALABRIA 16;IS F.BESTA;"""BESTA""";20132;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;36;95
202021;MIPS039018;VIA FRANCESCO GATTI 16;BERTRAND RUSSELL;BERTRAND RUSSELL;20162;SCIENZE UMANE;SCIENZE UMANE;11;89
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;ELETTROTECNICA;15;1
202021;MISL01000C;VIA HAJECH 27;LICEO ARTISTICO STATALE DI BRERA;LICEO ARTISTICO STATALE DI BRERA;20129;ARTISTICO;DESIGN - ARREDAMENTO E LEGNO;15;24
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;INDUSTRIA E ARTIGIANATO;PRODUZIONI TESSILI SARTORIALI - OPZIONE;1;39
202021;MITD09301R;VIA FRATELLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;20153;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;28;14
202021;MITF10101R;VIA U. DINI 7;TORRICELLI;TORRICELLI;20142;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;68;24
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;NUOVI PROFESSIONALI;INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY;2;10
202021;MIRI094012;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;INDUSTRIA E ARTIGIANATO;MANUTENZIONE E ASSISTENZA TECNICA;37;0
202021;MIRI094012;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;NUOVI PROFESSIONALI;MANUTENZIONE E ASSISTENZA TECNICA;33;0
202021;MITD08101E;VIA LATTANZIO 38;"""P. VERRI""";"""P. VERRI""";20137;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;23;4
202021;MIPS08101P;VIA LATTANZIO 38;"""P. VERRI""";"""P. VERRI""";20137;LINGUISTICO;LINGUISTICO;39;85
202021;MIPS039018;VIA FRANCESCO GATTI 16;BERTRAND RUSSELL;BERTRAND RUSSELL;20162;SCIENTIFICO;SCIENTIFICO;19;36
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;INFORMATICA;35;4
202021;MITN02000X;VIA BISTOLFI15;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;20134;LINGUISTICO;LINGUISTICO;11;32
202021;MITF10101R;VIA U. DINI 7;TORRICELLI;TORRICELLI;20142;TECNOLOGICO;CHIMICA E MATERIALI;16;5
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;ECONOMICO;TURISMO;27;122
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;CLASSICO;CLASSICO;58;123
202021;MIPS039018;VIA FRANCESCO GATTI 16;BERTRAND RUSSELL;BERTRAND RUSSELL;20162;SCIENZE UMANE;SCIENZE UMANE;13;61
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;INDUSTRIA E ARTIGIANATO;PRODUZIONI AUDIOVISIVE - OPZIONE;16;6
202021;MIPS04301X;VIA DON CALABRIA 16;IS F.BESTA;"""BESTA""";20132;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;27;92
202021;MITD09901Q;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;62;53
202021;MIPS03000R;VIA OTTORINO RESPIGHI5;LEONARDO DA VINCI;LEONARDO DA VINCI;20122;SCIENTIFICO;LICEO SCIENTIFICO - ESABAC;8;12
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;NUOVI PROFESSIONALI;SERVIZI CULTURALI E DELLO SPETTACOLO;15;7
202021;MIRI094012;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;NUOVI PROFESSIONALI;MANUTENZIONE E ASSISTENZA TECNICA;61;1
202021;MITD09301R;VIA FRATELLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;20153;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;27;16
202021;MIPS08101P;VIA LATTANZIO 38;"""P. VERRI""";"""P. VERRI""";20137;LINGUISTICO;LINGUISTICO;20;58
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;NUOVI PROFESSIONALI;ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA;28;13
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;MECCANICA E MECCATRONICA;41;0
202021;MISL01000C;VIA HAJECH 27;LICEO ARTISTICO STATALE DI BRERA;LICEO ARTISTICO STATALE DI BRERA;20129;ARTISTICO;ARTI FIGURATIVE - PLASTICO PITTORICO;12;58
202021;MIRH010009;VIA VALVASSORI PERONI8;A. VESPUCCI;A. VESPUCCI;20133;NUOVI PROFESSIONALI;ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA;127;91
202021;MITN05101L;VIA ULISSE DINI 7;CLAUDIO VARALLI;"""CLAUDIO VARALLI"" - MILANO";20142;ECONOMICO;TURISMO;34;91
202021;MIPS039018;VIA FRANCESCO GATTI 16;BERTRAND RUSSELL;BERTRAND RUSSELL;20162;SCIENTIFICO;SCIENTIFICO;25;20
202021;MITD004015;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"IST.TEC.STAT.PER RAG.""CATTANEO""";20123;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;8;9
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;IeFP;OPERATORE ELETTRICO;46;0
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;INDUSTRIA E ARTIGIANATO;PRODUZIONI TESSILI SARTORIALI - OPZIONE;2;17
202021;MITD09301R;VIA FRATELLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;20153;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;22;17
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;ECONOMICO;TURISMO;33;103
202021;MIPS03000R;VIA OTTORINO RESPIGHI5;LEONARDO DA VINCI;LEONARDO DA VINCI;20122;SCIENTIFICO;SCIENTIFICO;68;73
202021;MITF10101R;VIA U. DINI 7;TORRICELLI;TORRICELLI;20142;TECNOLOGICO;INFORMATICA;45;2
202021;MITN02000X;VIA BISTOLFI15;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;20134;LINGUISTICO;LINGUISTICO;12;33
202021;MITD09301R;VIA FRATELLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;20153;ECONOMICO;TURISMO;15;25
202021;MIPS03000R;VIA OTTORINO RESPIGHI5;LEONARDO DA VINCI;LEONARDO DA VINCI;20122;SCIENTIFICO;LICEO SCIENTIFICO - ESABAC;13;12
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;9;1
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;42;9
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;TECNOLOGICO;COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO;23;4
202021;MIRH010009;VIA VALVASSORI PERONI8;A. VESPUCCI;A. VESPUCCI;20133;IeFP;OPERATORE DELLA RISTORAZIONE;19;15
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;NUOVI PROFESSIONALI;INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY;0;38
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;IeFP;OPERATORE GRAFICO;34;15
202021;MITF10101R;VIA U. DINI 7;TORRICELLI;TORRICELLI;20142;TECNOLOGICO;MECCANICA E MECCATRONICA;29;0
202021;MIPC040008;VIA CARLO LINNEO5;BECCARIA;BECCARIA;20145;CLASSICO;CLASSICO;88;174
202021;MITN02000X;VIA BISTOLFI15;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;20134;ECONOMICO;TURISMO;26;84
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;ELETTRONICA;15;0
202021;MIRH010009;VIA VALVASSORI PERONI8;A. VESPUCCI;A. VESPUCCI;20133;NUOVI PROFESSIONALI;ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA;148;76
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;LINGUISTICO;LINGUISTICO;25;85
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;NUOVI PROFESSIONALI;SERVIZI CULTURALI E DELLO SPETTACOLO;23;10
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;IeFP;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA;18;25
202021;MITD004015;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"IST.TEC.STAT.PER RAG.""CATTANEO""";20123;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;14;10
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;IeFP;OPERATORE GRAFICO;14;11
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;ECONOMICO;TURISMO;32;133
202021;MIPS03000R;VIA OTTORINO RESPIGHI5;LEONARDO DA VINCI;LEONARDO DA VINCI;20122;SCIENTIFICO;SCIENTIFICO;77;93
202021;MITN02000X;VIA BISTOLFI15;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;20134;LINGUISTICO;LINGUISTICO;11;27
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;MECCANICA E MECCATRONICA;36;0
202021;MIPS03000R;VIA OTTORINO RESPIGHI5;LEONARDO DA VINCI;LEONARDO DA VINCI;20122;SCIENTIFICO;SCIENTIFICO;136;129
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;IeFP;OPERATORE DEL BENESSERE;4;14
202021;MITF07901R;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";ITIS C. DA SIENA;20131;TECNOLOGICO;SISTEMA MODA - BIENNIO COMUNE;4;48
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;15;13
202021;MIRH010009;VIA VALVASSORI PERONI8;A. VESPUCCI;A. VESPUCCI;20133;NUOVI PROFESSIONALI;ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA;169;91
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;INFORMATICA;40;2
202021;MITD004015;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"IST.TEC.STAT.PER RAG.""CATTANEO""";20123;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;18;6
202021;MIPC01000C;VIA ORAZIO 3;MANZONI;MANZONI;20123;CLASSICO;CLASSICO;80;163
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;NUOVI PROFESSIONALI;INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY;12;6
202021;MIPS15000V;VIA MAC MAHON 96/98;"""P. BOTTONI""";"""P. BOTTONI""";20155;SCIENTIFICO;SCIENTIFICO;122;59
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;LINGUISTICO;LINGUISTICO;32;79
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;NUOVI PROFESSIONALI;INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY;1;42
202021;MIPC040008;VIA CARLO LINNEO5;BECCARIA;BECCARIA;20145;CLASSICO;CLASSICO;92;179
202021;MITN02000X;VIA BISTOLFI15;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;20134;ECONOMICO;TURISMO;27;62
202021;MIPS03000R;VIA OTTORINO RESPIGHI5;LEONARDO DA VINCI;LEONARDO DA VINCI;20122;SCIENTIFICO;SCIENTIFICO;125;113
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;78;19
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;SERVIZI COMMERCIALI;0;1
202021;MIRC094019;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;SERVIZI;SERVIZI COMMERCIALI;14;10
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;12;22
202021;MITF07901R;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";ITIS C. DA SIENA;20131;TECNOLOGICO;TESSILE, ABBIGLIAMENTO E MODA;3;44
202021;MITF093013;VIA F.LLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;MARIE CURIE;20153;TECNOLOGICO;CHIMICA E MATERIALI;10;6
202021;MITN02000X;VIA BISTOLFI15;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;20134;LINGUISTICO;LINGUISTICO;17;34
202021;MIPS15000V;VIA MAC MAHON 96/98;"""P. BOTTONI""";"""P. BOTTONI""";20155;SCIENTIFICO;SCIENTIFICO;73;62
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;MECCANICA E MECCATRONICA;48;1
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;NUOVI PROFESSIONALI;SERVIZI CULTURALI E DELLO SPETTACOLO;18;6
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;12;6
202021;MITF11050X;VIA CRESCENZAGO 110;ITT-LS MOLINARI;MOLINARI;20132;TECNOLOGICO;INFORMATICA;18;1
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;PROMOZIONE COMMERCIALE E PUBBLICITARIA - OPZIONE;13;16
202021;MITN094521;C.SO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;ECONOMICO;TURISMO;2;12
202021;MIPC040008;VIA CARLO LINNEO5;BECCARIA;BECCARIA;20145;CLASSICO;CLASSICO;102;227
202021;MITD02201P;VIA ULISSE DINI 7;SALVADOR ALLENDE;CUSTODI;20141;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;17;26
202021;MIRC094019;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;IeFP;TECNICO DEI SERVIZI DI PROMOZIONE E ACCOGLIENZA;2;7
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;71;5
202021;MIPS026016;VIALE MARCHE 73;CREMONA;"L. S."" L.CREMONA"" -SEZ. ASS. IIS CREMONA";20159;SCIENTIFICO;SCIENTIFICO;111;61
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;MECCANICA E MECCATRONICA;35;2
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;14;23
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;CONDUZIONE DEL MEZZO AEREO - OPZIONE;43;8
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;NUOVI PROFESSIONALI;INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY;4;28
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;SERVIZI SOCIO-SANITARI;15;57
202021;MIPC039015;VIA FRANCESCO GATTI 16;BERTRAND RUSSELL;OMERO;20162;CLASSICO;CLASSICO;9;10
202021;MITF093013;VIA F.LLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;MARIE CURIE;20153;TECNOLOGICO;INFORMATICA;59;0
202021;MITN02000X;VIA BISTOLFI15;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;20134;ECONOMICO;TURISMO;40;95
202021;MIPC01000C;VIA ORAZIO 3;MANZONI;MANZONI;20123;CLASSICO;CLASSICO;79;197
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;3;31
