ANNOSCOLASTICO;CODICESCUOLA;INDIRIZZOSCUOLA;DenominazioneIstitutoRiferimento;DenominazioneScuola;CAPSCUOLA;PERCORSO;INDIRIZZOSCOLASTICA;ALUNNIMASCHI;ALUNNIFEMMINE
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;CHIM. MATER. BIOTECN. - BIENNIO COMUNE;29;13
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;MECCANICA E MECCATRONICA;22;1
202021;MITL00401G;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"I.T. S. PER GEOM. ""C. CATTANEO""";20123;TECNOLOGICO;COSTR., AMB. E TERRITORIO - BIENNIO COM.;76;39
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;DESIGN - INDUSTRIA;6;20
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;54;22
202021;MIRC059012;VIA ZANTE 34;"""ORIANI-MAZZINI"" MILANO";"""ORIANI-MAZZINI"" MILANO";20138;SERVIZI;SERVIZI SOCIO-SANITARI;14;99
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;INFORMATICA;19;3
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;NUOVI PROFESSIONALI;INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY;2;21
202021;MITF10101R;VIA U. DINI 7;TORRICELLI;TORRICELLI;20142;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;76;29
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZ. MUSICALE;20;20
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;ARTI FIGURATIVE - PLASTICO PITTORICO;15;48
202021;MISL01000C;VIA HAJECH 27;LICEO ARTISTICO STATALE DI BRERA;LICEO ARTISTICO STATALE DI BRERA;20129;ARTISTICO;AUDIOVISIVO MULTIMEDIA;33;51
202021;MIPS61000R;VIA CORRIDONI34/36;"LICEO STATALE MUSICALE ""G. VERDI""";"LICEO STATALE MUSICALE ""G. VERDI""";20122;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZ. MUSICALE;22;14
202021;MITD09301R;VIA FRATELLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;20153;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;9;4
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;LINGUISTICO;LINGUISTICO;9;61
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;NUOVI PROFESSIONALI;MANUTENZIONE E ASSISTENZA TECNICA;16;0
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;ELETTROTECNICA;25;0
202021;MITF19000B;VIA S. DIONIGI 36;"I.T.S.O.S. ""ALBE STEINER""";"I.T.S.O.S. ""ALBE STEINER""";20139;ARTISTICO;ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE;13;27
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;5;22
202021;MIPS03601R;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;SCIENZE UMANE;SCIENZE UMANE;6;36
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;GRAFICA;11;35
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;MECCANICA E MECCATRONICA;21;1
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;SERVIZI;PROMOZIONE COMMERCIALE E PUBBLICITARIA - OPZIONE;32;22
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;14;4
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;51;29
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;SERVIZI SOCIO-SANITARI;0;9
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;NUOVI PROFESSIONALI;ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: ODONTOTECNICO;21;27
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;MECCANICA E MECCATRONICA;24;0
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;GRAFICA;17;30
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;ELETTRONICA;11;2
202021;MITF19000B;VIA S. DIONIGI 36;"I.T.S.O.S. ""ALBE STEINER""";"I.T.S.O.S. ""ALBE STEINER""";20139;TECNOLOGICO;GRAFICA E COMUNICAZIONE;87;85
202021;MIPS03601R;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;SCIENZE UMANE;SCIENZE UMANE;6;30
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;27;14
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;ENOGAS. OSPIT. ALBERG. - BIENNIO COMUNE;15;6
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;CHIM. MATER. BIOTECN. - BIENNIO COMUNE;25;17
202021;MIPS61000R;VIA CORRIDONI34/36;"LICEO STATALE MUSICALE ""G. VERDI""";"LICEO STATALE MUSICALE ""G. VERDI""";20122;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZ. MUSICALE;15;15
202021;MIRC059012;VIA ZANTE 34;"""ORIANI-MAZZINI"" MILANO";"""ORIANI-MAZZINI"" MILANO";20138;SERVIZI;SERVIZI SOCIO-SANITARI;21;97
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;103;34
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;ARCHITETTURA E AMBIENTE;12;38
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;IeFP;OPERATORE ELETTRICO;18;0
202021;MIRC09451P;CORSO DI PORTA ROMANA110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;SERVIZI;SERVIZI COMMERCIALI;6;3
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;SERVIZI;SERVIZI SOCIO-SANITARI;7;21
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;ELETTROTECNICA;9;0
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;AUDIOVISIVO MULTIMEDIA;15;30
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;SERVIZI;SERVIZI SOCIO-SANITARI;1;17
202021;MIRC059012;VIA ZANTE 34;"""ORIANI-MAZZINI"" MILANO";"""ORIANI-MAZZINI"" MILANO";20138;SERVIZI;SERVIZI COMMERCIALI;21;25
202021;MIRI072015;VIA ALCUINO 4;SEVERI - CORRENTI;C.CORRENTI;20149;INDUSTRIA E ARTIGIANATO;MANUTENZIONE DEI MEZZI DI TRASPORTO - OPZIONE;36;0
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;AUDIOVISIVO MULTIMEDIA;15;34
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;INFORMATICA;17;0
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;INDUSTRIA E ARTIGIANATO;PRODUZIONI TESSILI SARTORIALI - OPZIONE;1;15
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;ENOGAS. OSPIT. ALBERG. - BIENNIO COMUNE;6;11
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;ENERGIA;25;0
202021;MIRI072015;VIA ALCUINO 4;SEVERI - CORRENTI;C.CORRENTI;20149;SERVIZI;SERVIZI SOCIO-SANITARI - ODONTOTECNICO;24;14
202021;MIRC059012;VIA ZANTE 34;"""ORIANI-MAZZINI"" MILANO";"""ORIANI-MAZZINI"" MILANO";20138;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;14;119
202021;MIPS09901X;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;LINGUISTICO;LINGUISTICO;14;27
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;LOGISTICA;21;0
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;DESIGN - INDUSTRIA;7;18
202021;MIRC094019;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;SERVIZI;SERVIZI COMMERCIALI;8;27
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;ELETTROTECNICA;27;0
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;INDUSTRIA E ARTIGIANATO;PRODUZIONI TESSILI SARTORIALI - OPZIONE;0;19
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;ARCHITETTURA E AMBIENTE;22;26
202021;MIRC059012;VIA ZANTE 34;"""ORIANI-MAZZINI"" MILANO";"""ORIANI-MAZZINI"" MILANO";20138;SERVIZI;SERVIZI COMMERCIALI;36;25
202021;MIPS09901X;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;LINGUISTICO;LINGUISTICO;6;16
202021;MIRC09451P;CORSO DI PORTA ROMANA110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;SERVIZI;SERVIZI COMMERCIALI;7;6
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;TECNOLOGICO;COSTR., AMB. E TERRITORIO - BIENNIO COM.;37;13
202021;MIRA03601A;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"I.P.A.A. (SEZ.AS.) ""V. F. PARETO""";20161;SERVIZI;VALORIZ.NE COMMERC.NE DEI PROD. AGRIC. DEL TERRIT. OPZIONE;12;7
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;SERVIZI;PROMOZIONE COMMERCIALE E PUBBLICITARIA - OPZIONE;29;25
202021;MITN05101L;VIA ULISSE DINI 7;CLAUDIO VARALLI;"""CLAUDIO VARALLI"" - MILANO";20142;ECONOMICO;TURISMO;28;70
202021;MIRC059012;VIA ZANTE 34;"""ORIANI-MAZZINI"" MILANO";"""ORIANI-MAZZINI"" MILANO";20138;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;21;116
202021;MIPC03000N;VIA BEROLDO9;CARDUCCI;CARDUCCI;20127;CLASSICO;CLASSICO;70;127
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;ARTI FIGURATIVE - PLASTICO PITTORICO;20;48
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;COSTRUZIONI AERONAUTICHE - OPZIONE;24;1
202021;MIPC03000N;VIA BEROLDO9;CARDUCCI;CARDUCCI;20127;CLASSICO;CLASSICO;79;157
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;39;30
202021;MIPS09901X;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;LINGUISTICO;LINGUISTICO;9;29
202021;MIPS07201X;VIA ALCUINO 4;SEVERI - CORRENTI;""" SEVERI """;20149;LINGUISTICO;LINGUISTICO;15;55
202021;MIPS039018;VIA FRANCESCO GATTI 16;BERTRAND RUSSELL;BERTRAND RUSSELL;20162;SCIENZE UMANE;SCIENZE UMANE;7;36
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;NUOVI PROFESSIONALI;SERVIZI CULTURALI E DELLO SPETTACOLO;11;12
202021;MITN05101L;VIA ULISSE DINI 7;CLAUDIO VARALLI;"""CLAUDIO VARALLI"" - MILANO";20142;ECONOMICO;TURISMO;15;95
202021;MIRC059012;VIA ZANTE 34;"""ORIANI-MAZZINI"" MILANO";"""ORIANI-MAZZINI"" MILANO";20138;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;21;26
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;18;32
202021;MIRI01701L;VIA NARNI 18;I.I.S. JAMES CLERK MAXWELL;SETTEMBRINI;20132;INDUSTRIA E ARTIGIANATO;MANUTENZIONE DEI MEZZI DI TRASPORTO - OPZIONE;36;1
202021;MIPC03000N;VIA BEROLDO9;CARDUCCI;CARDUCCI;20127;CLASSICO;CLASSICO;97;157
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;ELETTRONICA;9;4
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE;64;181
202021;MITD02201P;VIA ULISSE DINI 7;SALVADOR ALLENDE;CUSTODI;20141;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;14;5
202021;MITD09901Q;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;90;29
202021;MITD08101E;VIA LATTANZIO 38;"""P. VERRI""";"""P. VERRI""";20137;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;17;5
202021;MIPS09901X;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;LINGUISTICO;LINGUISTICO;6;29
202021;MIPS07201X;VIA ALCUINO 4;SEVERI - CORRENTI;""" SEVERI """;20149;SCIENTIFICO;SCIENTIFICO;79;56
